x,y,prop_water,elev_m,year,doy,mu_hat,s2_hat
72.70000246548457,35.750001692712296,0,4206.12646484375,1000,1000,0.12683649475229766,0.009222752632154628
72.9000024722672,35.750001692712296,0,4151.74755859375,1000,1000,0.13004503609874332,0.009484480757076579
73.10000247904983,35.750001692712296,0,4210.228515625,1000,1000,0.11436735720255752,0.00849273053193493
73.30000248583244,35.750001692712296,0.0014285713966403688,3705.095947265625,1000,1000,0.1906585821119722,0.012472490546830724
73.50000249261507,35.750001692712296,0,3531.496337890625,1000,1000,0.2116928731754174,0.012833156171701192
73.7000024993977,35.750001692712296,0,3505.8310546875,1000,1000,0.2061361486086649,0.012419644959160092
73.90000250618033,35.750001692712296,0,3548.9755859375,1000,1000,0.1884682916683899,0.011561385671007111
72.10000244513668,35.550001704583536,0,3517.96142578125,1000,1000,0.2546287861566936,0.015229700893276306
72.50000245870194,35.550001704583536,0,3521.943359375,1000,1000,0.2513266034012292,0.015235531756630684
72.70000246548457,35.550001704583536,0,3697.372314453125,1000,1000,0.21815342870954071,0.014597955493724897
72.9000024722672,35.550001704583536,0,3466.171142578125,1000,1000,0.2515282248388722,0.015072292585364444
73.10000247904983,35.550001704583536,0,3402.6083984375,1000,1000,0.25513208783158836,0.014963113338489997
73.30000248583244,35.550001704583536,7.142856983201844e-4,2967.417236328125,1000,1000,0.30271356107213715,0.015213126181319234
73.50000249261507,35.550001704583536,0,2509.90625,1000,1000,0.33941418148909314,0.014241577700712757
73.7000024993977,35.550001704583536,0,2352.8447265625,1000,1000,0.34396954141319025,0.013420266707154835
73.90000250618033,35.550001704583536,0.00437499990221113,2220.006591796875,1000,1000,0.34222322301602054,0.012871222358230126
74.10000251296296,35.550001704583536,7.142856983201844e-4,2784.9521484375,1000,1000,0.28241264545613104,0.014278190383424455
74.30000251974559,35.550001704583536,0,3399.5986328125,1000,1000,0.19782882992583312,0.012151455421214074
74.50000252652819,35.550001704583536,0,3002.907958984375,1000,1000,0.23639477957837482,0.013016546867680159
71.70000243157145,35.350001716454784,0,2505.228271484375,1000,1000,0.3681048666107071,0.014925161923224281
71.90000243835408,35.350001716454784,0,2789.470947265625,1000,1000,0.344888935574023,0.015982125997145137
72.10000244513668,35.350001716454784,0,2734.40234375,1000,1000,0.3520673233320613,0.015924551999302924
72.30000245191931,35.350001716454784,0.009999999776482582,3427.000732421875,1000,1000,0.2656754504591114,0.01673294003296846
72.50000245870194,35.350001716454784,0,3352.06494140625,1000,1000,0.2792146249304356,0.016297000798711613
72.70000246548457,35.350001716454784,0,3640.567626953125,1000,1000,0.22979855261551943,0.01574088638298394
72.9000024722672,35.350001716454784,0,3417.908203125,1000,1000,0.26152179616198373,0.016047908714459533
73.10000247904983,35.350001716454784,0,2581.63330078125,1000,1000,0.3514231986801015,0.015468429869965812
73.30000248583244,35.350001716454784,0,2776.50927734375,1000,1000,0.32579753045261134,0.015928364039033204
73.50000249261507,35.350001716454784,0,3568.231201171875,1000,1000,0.21704647400281046,0.01480866670626835
73.7000024993977,35.350001716454784,0,3202.368896484375,1000,1000,0.26295342885625306,0.015345750606589
73.90000250618033,35.350001716454784,7.142856983201844e-4,2642.4482421875,1000,1000,0.3125376661614522,0.015259886340669465
74.10000251296296,35.350001716454784,0.0033333332588275275,2384.1064453125,1000,1000,0.3250919824091299,0.014291445112973155
74.30000251974559,35.350001716454784,0,2645.710693359375,1000,1000,0.2913737422214643,0.014710140734677853
74.50000252652819,35.350001716454784,0,3590.91943359375,1000,1000,0.16239198860595036,0.011380561677016211
71.50000242478882,35.150001728326025,0,2093.78955078125,1000,1000,0.3867075630495666,0.013501771421668623
71.70000243157145,35.150001728326025,0,2312.442138671875,1000,1000,0.3793366259567788,0.014823433883593324
71.90000243835408,35.150001728326025,0,1927.5263671875,1000,1000,0.40621304420605736,0.012514880639023814
72.10000244513668,35.150001728326025,0,2330.50634765625,1000,1000,0.3851063311351071,0.014979479485696556
72.30000245191931,35.150001728326025,0.0014285713966403688,2835.235595703125,1000,1000,0.33819055511649937,0.017108523108235726
72.50000245870194,35.150001728326025,0,2496.609375,1000,1000,0.37031792808945063,0.01594401790261033
72.70000246548457,35.150001728326025,0,3157.227294921875,1000,1000,0.30033824293277267,0.0171215843542626
72.9000024722672,35.150001728326025,0,2678.701904296875,1000,1000,0.34678450027110846,0.016666510985824508
73.10000247904983,35.150001728326025,0,2379.363037109375,1000,1000,0.36955552653259205,0.015313460680694058
73.30000248583244,35.150001728326025,0,3047.148193359375,1000,1000,0.2984562259295799,0.016835137574690465
74.10000251296296,35.150001728326025,0,3727.79052734375,1000,1000,0.1654016314877467,0.013057937721392996
74.30000251974559,35.150001728326025,0,3984.706298828125,1000,1000,0.11119781702297038,0.010261045548781201
71.50000242478882,34.95000174019727,0,1797.5350341796875,1000,1000,0.38765197501073045,0.012785167888158807
71.70000243157145,34.95000174019727,0,1500.189208984375,1000,1000,0.40281202331686,0.010863834886912175
71.90000243835408,34.95000174019727,0,1514.6910400390625,1000,1000,0.4079848923046655,0.01092764765077141
72.10000244513668,34.95000174019727,0,1774.4730224609375,1000,1000,0.40533000499262023,0.012579849193432698
72.30000245191931,34.95000174019727,0,1689.3240966796875,1000,1000,0.4090594170804856,0.01202901893307887
72.50000245870194,34.95000174019727,0,1766.7586669921875,1000,1000,0.4072544616548832,0.012513781892724936
72.70000246548457,34.95000174019727,0,2096.95458984375,1000,1000,0.39302638189258665,0.014510597317045218
72.9000024722672,34.95000174019727,0,1752.6448974609375,1000,1000,0.40348573490454376,0.012428968166006294
73.10000247904983,34.95000174019727,0,2613.410888671875,1000,1000,0.345044366439767,0.017222056519170335
73.30000248583244,34.95000174019727,0,3412.485595703125,1000,1000,0.2482750941485987,0.017177231795631496
73.50000249261507,34.95000174019727,0,3812.64013671875,1000,1000,0.17557550629611304,0.015014442588940474
73.7000024993977,34.95000174019727,0,3758.26953125,1000,1000,0.17811587091669195,0.014920539598843438
